sentence,label,split,len,twenty,fifty
"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",2,"['M-real', 'Corporation', 'Press', 'release', 'on', '3', 'November', 'at', '10:35', 'am', 'M-real', 'Corporation', 'was', 'the', 'second', 'best', 'company', 'in', 'the', 'materials', 'sector', 'including', 'e.g.', 'forest', 'industry', 'companies', 'in', 'the', 'Carbon', 'Disclosure', 'Leadership', 'Index', 'CDLI', ',', 'Nordic', 'Report', '2009', '.']",38,8,19
The ` buy ' recommendation was reiterated .,2,"['The', '`', 'buy', ""'"", 'recommendation', 'was', 'reiterated', '.']",8,2,4
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",2,"['The', 'seminar', 'introduced', 'modern', ',', 'clean', 'technologies', 'and', 'products', ',', 'financial', 'tools', 'and', 'sponsorship', 'programs', 'for', 'energy', 'and', 'environment', 'projects', 'as', 'well', 'as', 'the', 'potential', 'to', 'develop', 'clean', 'energy', 'in', 'Vietnam', '.']",32,7,16
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",0,"['Operating', 'loss', 'totalled', 'EUR', '0.3', 'mn', ',', 'down', 'from', 'a', 'profit', 'of', 'EUR', '5.1', 'mn', 'in', 'the', 'first', 'half', 'of', '2009', '.']",22,5,11
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",2,"['Under', 'the', 'agreement', 'GeoSentric', 'will', 'provide', 'GyPSii-powered', 'hotel', 'information', 'and', 'reservation', 'services', 'to', 'visitors', 'to', 'China', ',', 'including', 'such', 'popular', 'cities', 'as', 'Beijing', 'and', 'Shanghai', '.']",26,6,13
Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,0,"['Danish', 'company', 'FLSmidth', 'has', 'acknowledged', 'that', 'it', 'has', 'violated', 'a', 'patent', 'held', 'by', 'Finnish', 'Metso', '.']",16,4,8
"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .",2,"['The', 'company', 'still', 'expects', 'its', 'turnover', 'in', '2010', 'to', 'slightly', 'increase', 'from', 'the', 'level', 'of', '2009', ',', 'adding', 'that', '``', 'market', 'predictability', 'is', 'still', 'too', 'poor', 'for', 'trustworthy', 'forecasts', 'on', 'the', 'market', 'development', 'of', 'the', 'contract', 'manufacturing', 'business', 'during', 'the', 'current', 'year', ""''"", '.']",44,9,22
"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",0,"['(', 'ADPnews', ')', '-', 'Oct', '21', ',', '2009', '-', 'Finland-based', 'IT', 'consultancy', 'Tieto', 'Oyj', '(', 'HEL', ':', 'TIE1V', ')', 'said', 'today', 'its', 'net', 'profit', 'plunged', 'to', 'EUR', '29.4', 'million', '(', 'USD', '43.9', 'm', ')', 'for', 'the', 'first', 'nine', 'months', 'of', '2009', 'from', 'EUR', '58.7', 'million', 'for', 'the', 'same', 'period', 'o']",50,10,25
"In addition , nine fixed-term employment contracts will not be extended and two people will leave the company under pension arrangements .",1,"['In', 'addition', ',', 'nine', 'fixed-term', 'employment', 'contracts', 'will', 'not', 'be', 'extended', 'and', 'two', 'people', 'will', 'leave', 'the', 'company', 'under', 'pension', 'arrangements', '.']",22,5,11
Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,1,"['Total', 'two', 'offers', 'were', 'received', 'by', 'Contracting', 'Authority', 'for', 'participating', 'in', 'this', 'contract', ';', 'however', 'the', 'contract', 'was', 'allotted', 'to', 'Affecto', 'Finland', 'Oy', '.']",24,5,12
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",1,"['The', 'connectivity', 'unit', 'has', 'more', 'than', '100', 'e-invoice', 'customers', ',', 'and', 'the', 'number', 'of', 'annual', 'transactions', 'stands', 'at', 'nearly', 'one', 'million', '.']",22,5,11
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",2,"['The', 'Australian', 'company', 'Mirabela', 'Nickel', 'has', 'awarded', 'Outokumpu', 'Technology', 'a', 'contract', 'for', 'grinding', 'technology', 'for', 'its', 'nickel', 'sulfide', 'project', 'in', 'Bahia', 'State', ',', 'Brazil', '.']",25,5,13
The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,1,"['The', 'shipyard', 'hopes', 'the', 'regional', 'government', 'in', 'Andalusia', 'can', 'offer', 'its', 'some', 'form', 'of', 'financial', 'support', '.']",17,4,9
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",0,"['According', 'to', 'the', 'company', ',', 'in', 'addition', 'to', 'normal', 'seasonal', 'fluctuation', 'the', 'market', 'situation', 'has', 'weakened', 'during', 'autumn', '2008', '.']",20,4,10
"However , the production is almost entirely very labor intensive and based on small investments only .",1,"['However', ',', 'the', 'production', 'is', 'almost', 'entirely', 'very', 'labor', 'intensive', 'and', 'based', 'on', 'small', 'investments', 'only', '.']",17,4,9
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",1,"['The', 'changes', 'will', 'take', 'effect', 'on', '1', 'January', '2010', ',', 'and', 'they', 'are', 'not', 'estimated', 'to', 'have', 'an', 'impact', 'on', 'the', 'number', 'of', 'employees', '.']",25,5,13
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",1,"['Alma', 'Media', 'Corporation', 'PRESS', 'RELEASE', 'March', '25', ',', '2010', 'TYRV+ä+äN', 'SANOMAT', 'PURCHASE', 'CONFIRMED', 'The', 'business', 'operations', 'of', 'Tyrv+ñ+ñn', 'Sanomat', 'Oy', 'will', 'be', 'transferred', 'to', 'Suomen', 'Paikallissanomat', 'Oy', '.']",28,6,14
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",0,"['Revenue', 'for', 'the', 'quarter', 'totaled', '27.4', 'billion', ',', 'down', '2', 'percent', 'from', '28.1', 'billion', 'in', 'the', 'fourth', 'quarter', 'in', '2008', '.']",21,5,11
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",0,"['Budapest', ',', 'August', '10', 'MTI', '-', 'Finnish', 'electronics', 'maker', 'Elcoteq', 'will', 'lay', 'off', '700', 'workers', 'at', 'its', 'plants', 'in', 'Pecs', 'S', 'Hungary', 'at', 'the', 'end', 'of', 'September', 'because', 'of', 'falling', 'orders', ',', 'communications', 'director', 'for', 'Elcoteq', ""'s"", 'local', 'unit', ',', 'Zoltan', 'Krippl', 'told', 'MTI', 'on', 'Monday', '.']",47,10,24
Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,1,"['Pharmaceuticals', '-', 'Czech', 'Republic', 'This', 'brand-new', 'market', 'analysis', 'gives', 'a', 'clear', 'overview', 'of', 'the', 'actual', 'situation', 'and', 'future', 'outlook', 'of', 'the', 'pharmaceutical', 'market', 'in', 'Czech', 'Republic', '.']",27,6,14
Satama 's net sales would be higher than the year before .,2,"['Satama', ""'s"", 'net', 'sales', 'would', 'be', 'higher', 'than', 'the', 'year', 'before', '.']",12,3,6
"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",1,"['The', '3C', 'Expo', 'is', 'a', 'signature', 'show', 'in', 'Dongguan', ',', 'which', 'is', 'supported', 'by', 'the', 'Dongguan', 'Municipal', 'Government', 'every', 'year', ',', 'featuring', 'computer', 'accessories', ',', 'software', ',', 'communication', 'and', 'network', 'products', '.']",32,7,16
"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",1,"['An', 'additional', 'amount', ',', 'capped', 'at', 'EUR12m', ',', 'is', 'payable', 'in', 'cash', 'upon', 'the', 'achievement', 'of', 'certain', 'financial', 'performance', 'targets', 'in', '2007', '.']",23,5,12
"The Segu companies and PKC 's Polish unit will form a business servicing the western European markets with `` annual sales of about hundred million '' and about 2,500 employees , the Finnish company 's CEO , Harri Suutari , said .",1,"['The', 'Segu', 'companies', 'and', 'PKC', ""'s"", 'Polish', 'unit', 'will', 'form', 'a', 'business', 'servicing', 'the', 'western', 'European', 'markets', 'with', '``', 'annual', 'sales', 'of', 'about', 'hundred', 'million', ""''"", 'and', 'about', '2,500', 'employees', ',', 'the', 'Finnish', 'company', ""'s"", 'CEO', ',', 'Harri', 'Suutari', ',', 'said', '.']",42,9,21
"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",0,"['According', 'to', 'Scanfil', ',', 'demand', 'for', 'telecommunications', 'network', 'products', 'has', 'fluctuated', 'significantly', 'in', 'the', 'third', 'quarter', 'of', '2006', ',', 'and', 'the', 'situation', 'is', 'expected', 'to', 'remain', 'unstable', 'for', 'the', 'rest', 'of', 'the', 'year', '.']",34,7,17
The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .,1,"['The', 'percentages', 'of', 'shares', 'and', 'voting', 'rights', 'have', 'been', 'calculated', 'in', 'proportion', 'to', 'the', 'total', 'number', 'of', 'shares', 'registered', 'with', 'the', 'Trade', 'Register', 'and', 'the', 'total', 'number', 'of', 'voting', 'rights', 'related', 'to', 'them', '.']",34,7,17
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",2,"['In', 'the', 'fourth', 'quarter', 'of', '2009', ',', 'Orion', ""'s"", 'net', 'profit', 'went', 'up', 'by', '33.8', '%', 'year-on-year', 'to', 'EUR33m', '.']",20,4,10
"LONDON ICIS -- Tikkurila has completed the sale of its powder coatings business to Finnish industrial coatings firm Teknos Group , the Finland-based decorative paints company said on Wednesday .",1,"['LONDON', 'ICIS', '--', 'Tikkurila', 'has', 'completed', 'the', 'sale', 'of', 'its', 'powder', 'coatings', 'business', 'to', 'Finnish', 'industrial', 'coatings', 'firm', 'Teknos', 'Group', ',', 'the', 'Finland-based', 'decorative', 'paints', 'company', 'said', 'on', 'Wednesday', '.']",30,6,15
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,1,"['The', 'divested', 'activities', 'had', 'net', 'sales', 'of', 'EUR', '145.1', 'million', 'in', '2009', 'and', 'an', 'operating', 'profit', 'of', 'EUR', '8.9', 'million', '.']",21,5,11
4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .,1,"['4', 'January', '2011', '-', 'Finnish', 'media', 'company', 'Alma', 'Media', 'Corporation', 'HEL', ':', 'ALN1V', 'said', 'today', 'its', 'online', 'recruitment', 'service', 'Monster', 'Oy', 'will', 'partner', 'with', 'local', 'newspaper', 'publisher', 'Suomen', 'Lehtiyhtyma', 'in', 'listing', 'job', 'advertisements', '.']",34,7,17
"MILAN ( AFX ) - The Italian shipping group Grimaldi has increased its stake in the Finnish company Finnlines to 35.4 pct from the 30.5 pct held in June , according to news agency ANSA .",1,"['MILAN', '(', 'AFX', ')', '-', 'The', 'Italian', 'shipping', 'group', 'Grimaldi', 'has', 'increased', 'its', 'stake', 'in', 'the', 'Finnish', 'company', 'Finnlines', 'to', '35.4', 'pct', 'from', 'the', '30.5', 'pct', 'held', 'in', 'June', ',', 'according', 'to', 'news', 'agency', 'ANSA', '.']",36,8,18
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",1,"['Glaston', ""'s"", 'own', 'glass', 'processing', 'unit', ',', 'Tamglass', 'Glass', 'Processing', ',', 'is', 'a', 'manufacturer', 'of', 'high', 'quality', 'safety', 'glass', 'products', 'operating', 'in', 'Finland', '.']",24,5,12
It is expected to be completed by the end of 2007 .,1,"['It', 'is', 'expected', 'to', 'be', 'completed', 'by', 'the', 'end', 'of', '2007', '.']",12,3,6
"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",2,"['MADISON', ',', 'Wis.', ',', 'Feb.', '6', '-', 'PRNewswire', '-', '--', 'Fiskars', 'announces', 'that', 'the', 'United', 'States', 'Patent', 'and', 'Trademark', 'Office', 'has', 'granted', 'a', 'trademark', 'registration', 'for', 'the', 'color', 'orange', 'on', 'its', 'iconic', 'scissor', 'handles', '.']",35,7,18
High winds also toppled three semi-trailers on I-15 north of Barstow .,1,"['High', 'winds', 'also', 'toppled', 'three', 'semi-trailers', 'on', 'I-15', 'north', 'of', 'Barstow', '.']",12,3,6
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",0,"['Operating', 'profit', 'totaled', 'EUR', '6.7', 'mn', ',', 'down', 'from', 'EUR', '7.2', 'mn', 'in', 'the', 'corresponding', 'period', 'in', '2005', '.']",19,4,10
The company expects net sales to significantly increase from 2009 .,2,"['The', 'company', 'expects', 'net', 'sales', 'to', 'significantly', 'increase', 'from', '2009', '.']",11,3,6
The company 's operating profit for 2006 stood at 39.6 mln euro ( $ 57.9 mln ) .,1,"['The', 'company', ""'s"", 'operating', 'profit', 'for', '2006', 'stood', 'at', '39.6', 'mln', 'euro', '(', '$', '57.9', 'mln', ')', '.']",18,4,9
The compnay also said that it would lower the price of development projects by about one third compared with last November .,1,"['The', 'compnay', 'also', 'said', 'that', 'it', 'would', 'lower', 'the', 'price', 'of', 'development', 'projects', 'by', 'about', 'one', 'third', 'compared', 'with', 'last', 'November', '.']",22,5,11
"Kesko pursues a strategy of healthy , focused growth concentrating on sales and services to consumer-customers .",2,"['Kesko', 'pursues', 'a', 'strategy', 'of', 'healthy', ',', 'focused', 'growth', 'concentrating', 'on', 'sales', 'and', 'services', 'to', 'consumer-customers', '.']",17,4,9
"The orange-handled scissors from Fiskars are part of the permanent design collection of the Museum of Modern Art in New York , as well as the Philadelphia Museum of Art .",1,"['The', 'orange-handled', 'scissors', 'from', 'Fiskars', 'are', 'part', 'of', 'the', 'permanent', 'design', 'collection', 'of', 'the', 'Museum', 'of', 'Modern', 'Art', 'in', 'New', 'York', ',', 'as', 'well', 'as', 'the', 'Philadelphia', 'Museum', 'of', 'Art', '.']",31,7,16
The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,2,"['The', 'company', 'also', 'estimates', 'the', 'already', 'carried', 'out', 'investments', 'to', 'lead', 'to', 'an', 'increase', 'in', 'its', 'net', 'sales', 'for', '2010', 'from', '2009', 'when', 'they', 'reached', 'EUR', '141.7', 'million', '.']",29,6,15
"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",2,"['By', 'implementing', 'the', 'software', 'the', 'Finnish', 'Army', 'aims', 'to', 'unify', 'and', 'improve', 'its', 'operations', 'in', 'these', 'application', 'areas', ',', 'QPR', 'Software', 'stated', '.']",23,5,12
